Dataflow,STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,SUBJECT,WEALTH_QUINTILE,INFRASTR,LOCATION,EDU_TYPE,SE_BKGRD,SOURCE_FUND,FUND_FLOW,IMM_STATUS,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,OBS_STATUS,FREQ,DECIMALS
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2013,28.02550,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2014,26.10993,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2015,24.66558,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2016,22.66650,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2017,21.33187,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AL,2018,21.01611,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AM,2018,15.41859,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AZ,2016,15.48619,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AZ,2017,15.46429,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,AZ,2018,15.44295,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,BY,2014,16.56930,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,BY,2015,17.61164,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,BY,2016,18.33759,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,BY,2017,18.80255,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,BY,2018,19.23259,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,KG,1999,51.16861,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,KG,2000,52.09174,0,A,A,5
UNESCO:SDG4(2.0),PQTR,PER,L1,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,KG,2001,50.41882,0,A,A,5
