Dataflow,STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,SUBJECT,WEALTH_QUINTILE,INFRASTR,LOCATION,EDU_TYPE,SE_BKGRD,SOURCE_FUND,FUND_FLOW,IMM_STATUS,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,OBS_STATUS,FREQ,DECIMALS
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,1999,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2000,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2001,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2002,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2003,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2004,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2005,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2006,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2007,1,0,A,A,5
UNESCO:SDG4(2.0),COMP_EDU,YR,L02,_T,_T,_T,_T,INST_T,_Z,_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,HU,2008,1,0,A,A,5
