,Dataflow,STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,SUBJECT,WEALTH_QUINTILE,INFRASTR,LOCATION,EDU_TYPE,SE_BKGRD,SOURCE_FUND,FUND_FLOW,IMM_STATUS,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,OBS_STATUS,FREQ,DECIMALS
8751,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2012,19.48226,0,E,A,5
8752,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2013,19.5204,0,A,A,5
8753,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2014,19.287329999999997,0,E,A,5
8754,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2015,17.36674,0,E,A,5
8755,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2016,17.043129999999998,0,E,A,5
8756,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2017,16.84654,0,E,A,5
8757,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EARLY_DIV_GMR,2018,16.83418,0,E,A,5
8758,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2005,3.1057799999999998,0,E,A,5
8759,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2006,3.2915300000000003,0,E,A,5
8760,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2007,3.72096,0,E,A,5
8761,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2008,3.74575,0,E,A,5
8762,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2009,3.6392800000000003,0,E,A,5
8763,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2010,3.73175,0,E,A,5
8764,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2011,4.1639800000000005,0,E,A,5
8765,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2012,4.27128,0,E,A,5
8766,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2013,4.06116,0,A,A,5
8767,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2014,4.08019,0,A,A,5
8768,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2015,3.90306,0,E,A,5
8769,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2016,3.80461,0,E,A,5
8770,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2017,3.25382,0,E,A,5
8771,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS,2018,3.1578,0,E,A,5
8772,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2005,4.52062,0,E,A,5
8773,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2006,4.79667,0,E,A,5
8774,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2007,4.85608,0,E,A,5
8775,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2008,4.67213,0,E,A,5
8776,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2009,4.56958,0,E,A,5
8777,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2010,4.660830000000001,0,E,A,5
8778,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2011,4.68708,0,E,A,5
8779,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2012,4.24404,0,E,A,5
8780,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2013,3.99705,0,A,A,5
8781,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2014,4.13926,0,A,A,5
8782,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2015,4.10695,0,E,A,5
8783,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2016,4.611669999999999,0,E,A,5
8784,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2017,4.04914,0,E,A,5
8785,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD,2018,3.9506900000000003,0,E,A,5
8786,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2005,4.36036,0,E,A,5
8787,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2006,4.55598,0,E,A,5
8788,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2007,4.69535,0,E,A,5
8789,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2008,4.706259999999999,0,E,A,5
8790,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2009,4.71094,0,E,A,5
8791,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2010,4.78891,0,E,A,5
8792,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2011,5.03598,0,E,A,5
8793,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2012,4.731240000000001,0,E,A,5
8794,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2013,4.5563199999999995,0,A,A,5
8795,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2014,4.45374,0,A,A,5
8796,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2015,4.41931,0,E,A,5
8797,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2016,4.5936900000000005,0,E,A,5
8798,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2017,3.9779400000000003,0,E,A,5
8799,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IBRD_IDA,2018,3.82807,0,E,A,5
8800,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2005,3.56466,0,E,A,5
8801,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2006,3.4209300000000002,0,E,A,5
8802,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2007,3.9639800000000003,0,A,A,5
8803,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2008,4.85781,0,A,A,5
8804,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2009,5.32885,0,A,A,5
8805,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2010,5.34282,0,A,A,5
8806,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2011,6.53285,0,A,A,5
8807,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2012,6.82724,0,A,A,5
8808,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2013,7.159610000000001,0,A,A,5
8809,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2014,5.9538199999999994,0,A,A,5
8810,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2015,5.9467,0,A,A,5
8811,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2016,4.5042800000000005,0,A,A,5
8812,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2017,3.6169800000000003,0,A,A,5
8813,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_IDA,2018,3.20265,0,A,A,5
8814,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2005,4.49212,0,E,A,5
8815,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2006,4.63416,0,E,A,5
8816,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2007,4.6787,0,E,A,5
8817,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2008,4.563280000000001,0,E,A,5
8818,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2009,4.50855,0,E,A,5
8819,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2010,4.619269999999999,0,E,A,5
8820,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2011,4.90051,0,E,A,5
8821,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2012,4.6481,0,E,A,5
8822,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2013,4.49829,0,A,A,5
8823,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2014,4.44834,0,A,A,5
8824,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2015,4.455830000000001,0,E,A,5
8825,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2016,4.67823,0,E,A,5
8826,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2017,4.0324,0,E,A,5
8827,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_ECAS_X_HIC,2018,3.8734599999999997,0,E,A,5
8828,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2005,1.66176,0,E,A,5
8829,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2006,1.8748900000000002,0,E,A,5
8830,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2007,2.71046,0,A,A,5
8831,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2008,2.9108400000000003,0,A,A,5
8832,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2009,2.8198,0,E,A,5
8833,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2010,2.90865,0,E,A,5
8834,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2011,3.4765900000000003,0,A,A,5
8835,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2012,3.92447,0,E,A,5
8836,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2013,3.60825,0,E,A,5
8837,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2014,3.70753,0,E,A,5
8838,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2015,3.36703,0,E,A,5
8839,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2016,2.9989,0,E,A,5
8840,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2017,2.55728,0,E,A,5
8841,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_EU,2018,2.53064,0,E,A,5
8842,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2005,31.2712,0,E,A,5
8843,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2006,30.65307,0,E,A,5
8844,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2007,30.11745,0,E,A,5
8845,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2008,28.876920000000002,0,E,A,5
8846,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2009,28.70369,0,E,A,5
8847,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2010,28.572809999999997,0,E,A,5
8848,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2011,28.18415,0,E,A,5
8849,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2012,27.7125,0,E,A,5
8850,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2013,29.879040000000003,0,E,A,5
8851,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2014,29.533170000000002,0,E,A,5
8852,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2015,28.99219,0,E,A,5
8853,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2016,27.836759999999998,0,E,A,5
8854,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2017,27.337059999999997,0,E,A,5
8855,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_FCAS,2018,27.595,0,E,A,5
8856,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2005,35.83797,0,E,A,5
8857,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2006,35.21351,0,E,A,5
8858,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2007,35.01058,0,E,A,5
8859,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2008,35.13258,0,E,A,5
8860,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2009,34.49969,0,E,A,5
8861,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2010,33.36768,0,E,A,5
8862,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2011,33.532309999999995,0,E,A,5
8863,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2012,32.94392,0,E,A,5
8864,UNESCO:SDG4(2.0),ROFST,PT,L2,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_Z,_Z,_Z,_T,_T,_Z,_Z,_Z,WB_GPE,2013,33.13551,0,E,A,5
